,date,judgement,score,id,num_comments,title,body
10,2021-03-17 22:43:58,Everyone Sucks,8,m70pms,23,AITA for getting mad at my friend?,"So there’s me( 16),my friend “grace” and this other group of girls involved. Obviously, we are all in high school. For the past few weeks i have had drama with the group of girls due to something that we disagree on. It involves a lot of the “high school” stereotypes of drama, eg talking crap and all that. So, I was out of school for a few days and in this time the group of girls decided to talk crap about me in class, mocking things i posted, talking about their opinion on this situation. My friend, grace, is in a few of their classes and was listening to everything they were saying because they weren’t being very quiet at all. Well a few days ago, she texted me and told me i should just “stop posting shit”. This was in retaliation to me posting a few things about the situation on my snapchat story. Essentially she started attacking me and saying I am in the wrong, however these girls have sent me videos of them mocking things I post, have insulted the way I look, and have even threatened me. I asked grace if she even knew both sides of the story and she said “I have ears so I can hear what they say in class”. Obviously this means she only knows their side of the story and not mine. She had no idea about the cyber bullying or anything. When I told her about it, she said that “well, you’re posting stuff so that’s cyber bullying as well”. All I posted was one thing saying “imagine mocking someone for the way they look and talking crap about them when they’re not even there to hear it”. That is on no way cyber bullying, and if it is it’s to no extent the same way they have been cyber bullying me. Grace kept going on about how she’s coming to me as a “friend” and just trying to give me advice and help me. She refused to listen to my side of the situation. So i told her that she “needs to butt her nose out of a situation she knows nothing about, and that if she was a friend she would listen to my side of the story without attacking me first.”. She continued to talk about it, after i asked her to stop. I also said that I hope she is glad that she has lost a friendship of over 5 years just because she refused to listen to my side and continued to defend the group. AITA for saying this and reacting this way?EDIT: Grace had drama last year that I talked about and she asked me to stop, so I did. However, she did not do the same when i asked her to.EDIT 2: They were mocking tik tok videos i posted and photos of me ok my instagram."
11,2021-03-17 16:52:09,Everyone Sucks,10,m6v64k,39,AITA for asking my brother to not shout at me when I make a mistake?,"I don’t have the best memory I am prone to forgetting things and messing up sometimes. But lately, whenever I make a small mistake, my brother will get really mad and shout at me to do what I’ve forgotten. I’m autistic, so being shouted at is really awful for me and I find it really demeaning and upsetting. The thing is, I know I messed up. I know that I made a mistake and that I need to fix it. But if he would just ask me nicely without raising his voice and saying ‘please’ or ‘thank you’ I’d happily do it, no questions asked.I mentioned this to my mother in the hopes she’d bring it up to him later as a ‘third person mediation’ thing, but INSTEAD, she brought it up to him at the dinner table in front of me and Dad. Of course, my brother proceeded to look at me like I just shot his dog, full fish mouth for a good few minutes. So, I told him, politely mind you how I felt…that I didn’t like him being rude to me, and if he needs me to do something, to ask me nicely and I’d happily do it. But he instead said ‘oh well you keep on forgetting to do this and I asked you nicely then…’ but that missed the point of what I wanted.I tried to say that I understand what I did wrong and that I’ll try to be better but being rude was just going to piss me off and make me not want to do it. But then my brother Mum and Dad all ganged up on me and kept berating me for my mistakes and making excuses for my brother. I got so mad that I wasn’t being listened to that I did something extremely petty because when I get mad, I get petty as a quick grab for power. So, I took my brother's water glass and downed the whole thing. And of course, my brother mum and dad all called me pathetic disgusting again and Dad said ‘You’re 20, you should take responsibility’ although my brother who’s 18 doesn’t have to take responsibility for his rudeness. So, I had enough, I took my dinner plate and went off to my room, where I am writing this now eating my chicken casserole.I asked my sister what she thought, and she was sympathetic, saying that that’s just the way they are and it’s best to move past it. But I’m still mad, because I already came clean and confessed to my mistakes, but they wouldn’t let them go because they wanted to excuse my brother.I even said “If you wouldn’t treat a retail worker like that, then don’t treat me like that. Or you would treat a retail worker like that, then you’re a horrible person.”I am the asshole for standing up for myself?\*Edit\* Sorry for being vague about my mistakes, the mistake that set this in motion was, I put my dirty mug into the sink instead of into the dishwasher, and other times I've forgotten to scrub the toilet bowl if I left any stains"
12,2021-03-17 03:42:41,Everyone Sucks,78,m6g4ck,33,"AITA for refusing to answer a question, because I knew where it was gonna lead.","So I just wanted to know if I was rude or the asshole in a conversation a friend and I had a few days ago. We were driving around and I started talking about my brakes needing to be checked/changed. They ask when was the last time I got it changed, I answer NOV/2019. They say that my brakes should have been checked with my last oil change. I say that I’ve never heard of that being the norm, and that maybe she was getting the hook up. She insists that your brakes get checked during oil changes, and then asked where I go to service my car. I said that I knew what she was gonna respond with, so I didn’t want to answer. She asks a few more times, and then flips the question to if I got my dealer for servicing. I say no I don’t go to my dealer then she mumbles “that’s probably why” which I knew she was gonna respond with, no matter what I said. But later on she told me that I was rude for saying that I didn’t want to hear what she had to say. AITA or was I rude for what I said?"
13,2021-03-16 01:11:52,Everyone Sucks,9476,m5o6lo,2477,AiTA for evicting my son and his pregnant girlfriend because he wants his real dad and not me?,"When my son was 10, I caught my wife cheating and got a divorce. I tested all my childreb and 3 were mine, but my oldest 10yo son was not. I was mad, but.eventually got over it and did not want to trwat him separately than his siblings at first. Unfortunately, his mom told him about his biodad against our agreement and at 18 he started regularly calling and speaking to him. Well he 20 now and he got a girl pregnant. Since she had no where to stay, i decided to let her move in with my son so they could continue going to college while raising their kid. Well, my son's relationship with his biodad really took off i guess. The emotions and.everything all came to a head recently at the childs babyshower wherein he gifted his biodad a shirt that said grandpa on it. Moreover he has started occasionally calling me by my first name even in front of our other kids. He has sort of made it clear to me that biology is more important than the man who raised him. So instead of giving them a gift on the babyshower i quickly drew up a 30 day eviction notice after a quick call with my attorney and replaced my present with that. Im just tired of the disrespect... but apparently he did not see it coming because he was competely blind sided. I should also add that i have overheard him saying other things like ""my real dad was a marine"" and stuff when he thinks im not home. I told him to go live at his real dads house if he wanted. The only reason he doesnt live there now is because its a single bedroom apartment. I am also going to stop paying his tuition next semester and just kind of cut him off completely.  AITA for evicting my son and his pregnant girlfriend because he doesn't think of me as a dad anymore?"
14,2021-03-16 23:56:00,Everyone Sucks,75,m6awd9,121,AITA For Making A Joke About My Sisters Period?,"So I (21 M) and my sister (18 F) were at my dads the other weekend and on my way there I began feeling stomach pain. I pulled over at my mothers and wound up stuck in the bathroom for roughly 3 hours in pain from my stomach and lower pelvic region. I'm not sure what the problem was but needless to say without too much detail it was very painful cramps and blood leaking. My dad being a great dad drove the hour to come get me so i didn't have to drive in that pain especially because i was freaking out.I was in bed for roughly 3 days still in pain. I could get up and move but i didnt feel sociable and didnt have a appetite. Never saw a doctor (probably should have but whatever im not dead) my dad's Wife made a joke when I was telling everyone about what was happening that it sounded like I was getting a Period witch we all laughed at. Based on my limited knowledge she's not wrong. Well after the 3 days i felt a lot better and actually got up to hang with my family. And that's when my sister's time hit her.My sister is known for being in a very bad mood during her time and has become known for yelling, screaming and demanding things. This is because my mother taught her word for word “women can't be blamed for their actions during their time of the month” so while me and my dad were talking about politics (his favorite topic) she came in and after a minute or 2 demanded we change the topic because she doesn't like talking about that. So I made a joke along the lines of “funny how you can't handle the pain of your period but i could. Guess I'm a tougher woman than you.” my dad and his wife thought it was funny, she did not, she blew up and began yelling that i don't know what a real period is like. I argued that being a guy going through it was more scary due to the fact that it shouldn't be happening. She got mad and stormed off and didn't talk to me the rest of the visit.My dad and his wife are on my side that she needs to apologize and stop being so entitled just cause she's in pain. My Mother is refusing to talk to me until I make an apology to my sister for upsetting her. My dad keeps telling me i'm not at fault but my mother and a few female friends say I am so I want a unbiased opinion.Edit to make it clear. I'm not saying I had a Period. My Dad's wife is the one who compared it to having one. Her being a 30+ (lowballing idk her age) woman I figured would know if it's comparable or not. I am not saying I had one. I want that to be clear. I only compared them because an older woman compared them and I trust her judgment as a woman. As for the people saying to seek medical attention. If it had gotten worse I would have and my dad did offer but I told him I would be fine. If it comes back i definitely will but i am not worried about it. However seeing all of you saying I should dose make me smile. "
15,2021-03-17 09:30:31,Everyone Sucks,10,m6nofx,7,AITA for stop talking to my sister,"My sister (20) and I (28) still live in our parents' house (that's kind of frequent and socially acceptable in our country). We've been pretty close all of our lives, but she's always had a bad attitude that I've sporadically found very hard to deal with. To be brief, I'll say that she's extremely negative, often trying to put down everyone that is in a good mood.In December, I had a couple of weeks off, which I decided to spend reading in our garden, which I enjoyed a lot, since traveling in the middle of the pandemic wasn't a good idea. I told her that and she started a particularly aggressive rant about how my reading stopped her from spending time in the garden. The argument triggered my depression and I ended up spending my long-waited vacation alone in my room, lying in the dark. During that time, she didn't spend a second in the garden.When I recovered, I briefly talked to her about how I suffer from depression, which I haven't told anyone else in my family, and how her negativity was more than I could deal with. Since then, I stopped talking to her, except for the strictly necessary or the sporadic comment on a group conversation.My mom tells me she's very lonely and the change in our relationship has hit her hard, but I just can't deal with someone that makes active efforts for stopping other people's joy. Am I the asshole?"
16,2021-03-17 10:13:21,Everyone Sucks,6,m6oi70,14,AITA For How I Act Around My Brother?,"So to preface this I want to say that the example I’m using is just one instance of stuff like this happening and, believe me, it happens a lot. My (older) brother and I still live together in my parents house so that’s why stuff like this can happen so often. Anyways, into the story.So this happened a couple of days ago but it got me thinking about if my brother is the asshole or if I am. We both recently were able to get PS5’s and since I’m not very technologically adept, he’s been helping me transfer my data from my PS4 so that we can then trade them in and get credit for them (which has happened at this point). So after I transferred the last game from my PS4 that I wanted, he was helping me factory reset my PS4, which isn’t required but we wanted to do it. While that was going on, he was gathering the things I would need to trade in song with the actual PS4. Such as wires, chargers, and the controller that I had. When he went to go get the controller and unplug it since I was charging it at the time, this conversation followed:Brother: “you see how this controller charging port is almost broken? That’s because you’re yanking the plug out every time you unplug the controller. Don’t do that.”Me: “okay, sorry” I thought that that would suffice but he continues and says in an annoying tone,B: “I’ve told you multiple times not to do this and you always do it, are you dumb?”Me: “I said sorry, I just always forget because I’m not paying attention”B: “Yeah well you see how it’s almost broken? You see? It’s almost broken.”Him continuing to talk to me in a degrading tone and him repeating himself caused me to get very irritated. So I snapped at him and told him to shut up because I heard him the first time, and I’ll try to stop doing it. He said that I was overreacting and being an immature baby. Here’s the thing, he does stuff like this ALL THE TIME, and I am so fed up with it. He will take any chance he gets to degrade me and make me feel like I’m stupid. He always just says he’s trying to help me, and I don’t know if that’s true, but if it is, he’s not very good at it. And on top of that, moving away from this specific instance, he’s just always immature and is specifically trying to annoy me because he thinks it’s funny. Like for example, he mocks me a lot for no reason. He will just take anything I say, put his voice up in pitch, and repeat back to me what I say. There’s no purpose of this other than to annoy me. And finally, he also calls me derogatory slurs “as a joke” even though he knows that I am gay. But then, he’ll have the audacity to try and say I’m the immature one, and I overreact to what he’s doing. The problem is that he never stops, even when I ask politely and try to just avoid conflict. Now, I’ll admit that sometimes my reactions can be over the top but that’s usually AFTER, he’s already pushed me by being annoying on purpose, or implying that I’m stupid. So am I really the asshole here?"
17,2021-03-16 18:58:48,Everyone Sucks,99,m65jck,110,AITA for responding this way to husband swearing at me?,"Am I the asshole here??Husband and I got into argument during workday (both wfh). He got annoyed and escalated things when he said “shut the fuck up”. I totally lost it when he took the argument there and I responded by swearing right back.Now he is saying I’m in the wrong just as much as him. Here’s the thing, I’m 4 months pregnant with second child. This is now the second time he’s cursed at me during an argument and we had a huge fight about it the first time. Naturally he apologized but here we are a few months later and same thing happened.I get I shouldn’t have reacted like that, but honestly I’m pregnant and full of hormones. Its hits me a lot differently when I’m pregnant (second time he’s done this). This just feels and hits me so much harder that he is ok saying things like that to his pregnant wife. And then I’m to collect myself and go back to my demanding job (he has a more lax low pressure job so prob not as hard to collect himself).It’s like he’s trying to excuse his behavior. If he didn’t escalate the fight there, I never would have got to that level. But of course now I’m in the wrong just as much according to him.Am I the asshole here??!"
18,2021-03-17 03:54:43,Everyone Sucks,18,m6gegd,16,AITA for not wanting to speak with my friend who ruined our housing plans for university?,"For context, me (M19) and my friend (M18) have known each other for ten years and we happened to get into the same university. We come from different backgrounds, with his parents being quite wealthy, and mine struggling financially because of nasty three-year divorce period. For the sake of privacy, I will refer to him as 'John.' John's parents can pay for his education out of pocket, while mine do not want to support me and have told me to take loans and pay tuition using my own money.In December 2020, John and I finally sat down and began to plan to look for housing in where we were going to school, and decided to rent a space that was close to campus. I told him that I would need to bring in some friends or people I met to live with us because of financial constraints. With the rent being around $2300, I figured that splitting it with at least one or two more people would save me a lot of money. At the time, he seemed fine with it and we even started to discuss a rotating schedule for all of us at this residence, but maybe I should have asked how he felt about living with strangers instead of forcing this decision upon him.About three weeks ago, John messaged me and told me to sign up for housing so that we would secure our chances of getting the best apartments. I hopped in call with him and discover that he signed up for a single bedroom apartment. All our planning and efforts had seemingly gone to waste.  I asked him why he looked for housing without me. John said his dad told him to. I didn't believe that because his father knew that we were going to live together and our families are on good terms. After that call I just didn't feel like talking to John for a little while. Now, I had to look for affordable housing on my own and search for additional roommates to live with in order to try and bring down the cost to around $400-$500 a month instead of paying $1100+ a month.My mom somehow knew something was up and I told her about what had happened. She talked to John's mom and confirmed that his father had told him to sign up for housing, **but** consult me in this process. That gave me less of a reason to want to try and clear things up with John. He also told his mom that he was angry at me for wanting to live with more people when he thought that it was just going to be the two of us. He said this in spite of knowing my financial situation and could have communicated this to me earlier if he didn't want to live with other people. This also seemed to contradict with his actions just a few months ago, when he didn't have any issue with me bringing in other friends/roommates.To sum it up, John thinks that I'm in the wrong for bringing in outsiders to live with us, while I think he's in the wrong for not communicating clearly with me. He and I haven't talked to each other since this happened."
19,2021-03-17 08:53:07,Everyone Sucks,2,m6my78,13,AITA for being mad at my friend?,"I'm used to talk shit about my new classmates with this friend of mine, but just for the funs, I know I'm the asshole in that situation. This friend repeatedly asked for their numbers so he could do a joke and then apologize but once he started to have a long conversation with this classmate I don't know and suddenly, just joking around not sure why, he send this classmate a screenshot of me joking around about him. Classmate talked to me and he wasn't angry and we don't have problems, but why I'm angry is because my friend showed the screenshot of our conversation without my permission, and it's not the first time he's been revealing stuff of our relationship with friends in common. It's okay to be angry about that? I'm just exaggerating? :c"
20,2021-03-16 18:45:11,Everyone Sucks,18,m65cda,17,AITA for telling my close friend not to comment on my family matters?,"First of bit of context, I'm Australian, so some of the wording and slang used may confuse you and be interpreted differently. The situation: Me and my close friend (both 30f) were having a conversation over messenger about the footy and who we were tipping (betting) on, I said who I had tipped and she made a comment that my BIL (brother in law) would not be happy because I didnt tip his team. (She used to live in a share house with my BIL so they are close friends aswell) I reply back  ""BIL can suck it (in relation to his footy team.) I actually haven't seen him since Xmas he hasn't seen his neices since Xmas and never bloody replies to me either! Haha"" Her response to that was a long tangent about how he has depression and saying i haven't made effort to see him and really digging in that I don't care about him My response : seriously, get fucked. I'm not having a conversation with you about this,  this isn't just a friend this is my family and I don't want to converse about this with you as it runs alot deeper then you know and you don't know all the information to make comment on my efforts.Her response : how matureMy response: we aren't talking about it anymore She then has told my BIL what I've said, but made up some crap in between which resulted in myself and him getting into a fight because he took her side, but I managed to get him to come over and see me face to face and I showed him the conversation and cleared it up. I've also apologised to my friend for the slight overreaction but in my apology I also said I don't want to discuss my BIL or other family matter with her, as I know she went back and told him things and she has broken my trust but I don't want it to ruin the friendship so I was happy to leave it as that and move on and forget the whole thing even happened Its been 5 days, she has ignored all my calls and messegers and I've known she's seen them. I'm beginning to think I am the asshole?"
21,2021-03-17 02:32:49,Everyone Sucks,3,m6eid4,36,AITA for converting a pedal bike to a 2 stroke motorized bike?,"Hi all,I was going to build an electric bike this summer cause the conversion kits are relatively cheap. Upon further research, I realized I would also need to buy a battery that could cost upwards of $200. If you've worked with LiPos before, you know that you have to maintain them (can't leave them charged or discharged for long periods of time -- and you have to store them at a certain voltage in order to prolong the life span), and they can be a fire hazard. I also talked to some people online and they indicated that they were having to renew their batteries every year. This quickly adds up and I decided it was too much money for me. I found online a 80cc 2 stroke motor kit for a bicycle, and decided to buy that instead for $140. The nice thing is gas is cheap and readily available, and it will always be ready for me to ride. I don't need to worry about discharging or charging the battery to storage voltage, and all I have to do is fill a tank vs. wait around for a battery to slowly charge. Obviously one downside is the noise of it, and the smell (2 stroke gas can be smelly. I personally like it but some people find it offensive). I got my kit and installed it and was ripping around the neighborhood. A few neighbors were giving me dirty looks or would turn around, appearing to look startled (probably from the noise) as I passed them. Since it was a new motor, the carb needed some tuning and I need to run a higher oil mix with the gas to break it in, so it's a lot smokier than normal. I ripped around for probably 5 hours on Saturday, making small adjustments and tying to break it in -- I was having a blast. The next morning I woke up and was going to go outside to rip around again. My tires on my truck that was parked in the driveway were slashed, and there was a note in my mailbox that said to ""slow down in the neighborhood, there are fucking kids playing!"" I was a little confused -- the bike only does about 30 mph and I was going well under that when riding in residential areas (probably closer to 20). Yeah the bike is kind of loud, but I assure you that the bike *sounds* a lot faster than it really is. Now I'm afraid to even be seen on it! AITA for riding around on my new bike? I don't want to get rid of it, it's really fun."
22,2021-03-15 09:14:15,Everyone Sucks,3731,m584ne,308,AITA for calling my cousin-in-law a bitter cow because her daughter wasn’t the first great-grandchild anymore?,"My cousin-in-law “Stella” has been obsessed with having the first great-grandchild in our family ever since she married my cousin 5 years ago. When her daughter was born, she was constantly going on and on about how she was my grandfather’s first great-grandchild and how her daughter was the family legacy. It was annoying but her daughter is adorable, so we all sucked it up and humoured her.Well, 3 months ago my older brother, who is my grandfather’s golden boy, found out he had a son. Without going into too much detail, my brother met “Kiera” while he was at a very low point in his life and was taking a ‘break’ (i.e. hiding away) from life/our family. He gave her a fake backstory and name so when he left, she had no way to contact him to let him know she was pregnant. It took her until 3 months ago to finally get in touch with him.This has caused a whole scandal in my family because my brother is the last person anyone would think would accidentally father a child. My cousins all though this would knock him off the golden boy pedestal, but my grandfather was worried my brother would never have kids, so this has had the opposite effect. From what my cousin/Stella's SIL has told me, Stella was fuming when she found out because my nephew is 2 months older than her daughter. Making him the 'first' great grandchild.My brother is trying to convince Kiera to relocate to our city so when she brought their son so our family could meet him, we were all on our best behaviour. Stella hated it. She kept complaining everyone was treating my nephew better than they had ever treated her daughter and she started accusing my grandfather of being misogynistic. After the third day of her complaining, I told her to stop being a bitter cow because her daughter was no longer the first great-grandchild.She’s since told everyone what I said, and my aunt scolded me for being insensitive and basically made this whole thing about Stella and how hard this was for her. My cousin also sent me a long message which essentially said I was an insensitive AH.AITA?"
